Title,YearPublished,UsersRated,AverageRating,Baverage,StandardDeviation,AverageWeight,NumberOfWeights,NumberOfPlays,PlayerCountRecomm_min,PlayerCountRecomm_max,PlayerCountBest_min,PlayerCountBest_max,PlayerCount_votes
Brass: Birmingham ,2018,40373,8.61003,8.42352,1.42227,3.8944,1903,105208,2,4,3,4,937
Pandemic Legacy: Season 1 ,2015,51293,8.53467,8.3882,1.60385,2.8329,1394,274031,2,4,4,4,815
Gloomhaven ,2017,59377,8.61411,8.38015,1.75029,3.8954,2438,487301,1,4,3,3,1464
Ark Nova ,2021,34121,8.52777,8.30958,1.38678,3.7263,1823,199501,1,3,2,2,1393
Twilight Imperium: Fourth Edition ,2017,21552,8.61321,8.24091,1.61631,4.3077,1027,35601,3,6,6,6,497
Terraforming Mars ,2016,92004,8.37329,8.22787,1.40782,3.2587,3781,563256,1,4,3,3,2354
Gloomhaven: Jaws of the Lion ,2020,30336,8.48767,8.19913,1.47342,3.6335,884,148844,1,4,2,2,655
Dune: Imperium ,2020,37207,8.4179,8.19824,1.27023,3.0259,1311,124174,1,4,3,4,1066
War of the Ring: Second Edition ,2011,19609,8.53159,8.1747,1.48326,4.2052,1087,31576,2,2,2,2,460
Star Wars: Rebellion ,2016,30535,8.41742,8.16866,1.36925,3.7394,1059,46640,2,2,2,2,619
Spirit Island ,2017,45959,8.35255,8.15102,1.50163,4.0628,2548,259548,1,4,2,2,1571
Gaia Project ,2017,25209,8.40187,8.13598,1.40771,4.3942,1578,95836,1,4,3,4,660
Through the Ages: A New Story of Civilization ,2015,30110,8.30872,8.08042,1.51973,4.4317,1478,121351,2,4,3,3,680
Twilight Struggle ,2005,47184,8.25231,8.07798,1.58173,3.6031,3847,122445,2,2,2,2,867
Great Western Trail ,2016,39069,8.22193,8.05765,1.30399,3.7064,1519,134934,2,4,3,3,842
Scythe ,2016,78328,8.16399,8.01252,1.44437,3.4409,3064,277658,1,5,4,4,1399
The Castles of Burgundy ,2011,58794,8.13034,8.00668,1.24172,2.9894,2820,308729,2,4,2,2,1437
7 Wonders Duel ,2015,87247,8.0981,7.97454,1.19108,2.2275,2730,445995,2,2,2,2,1179
Nemesis ,2018,27356,8.2898,7.96436,1.51732,3.4436,976,61551,1,5,4,5,643
Brass: Lancashire ,2007,23840,8.18929,7.96379,1.37078,3.8586,1612,71861,2,4,4,4,579
Eclipse: Second Dawn for the Galaxy ,2020,11423,8.49069,7.96362,1.37238,3.6481,395,20670,2,6,4,4,259
Concordia ,2013,38139,8.09984,7.95098,1.19795,2.996,1508,123816,2,5,4,4,642
A Feast for Odin ,2016,26174,8.17674,7.94631,1.36511,3.8619,934,93434,1,4,3,3,539
Clank! Legacy: Acquisitions Incorporated ,2019,8404,8.56051,7.94081,1.42228,2.7339,124,48822,2,4,4,4,112
Wingspan ,2019,82816,8.06884,7.9215,1.3542,2.4548,2757,548956,1,4,3,3,1622
Terra Mystica ,2012,46384,8.07911,7.91607,1.4731,3.9725,2872,153341,2,5,4,4,1005
Arkham Horror: The Card Game ,2016,40629,8.13802,7.90862,1.53851,3.529,1329,276062,1,2,2,2,951
Lost Ruins of Arnak ,2020,37426,8.07892,7.89016,1.23066,2.9051,1191,169649,1,4,3,3,715
Root ,2018,45565,8.07817,7.88722,1.45264,3.7782,1844,152748,3,4,4,4,996
Orléans ,2014,29574,8.0617,7.87555,1.16645,3.0271,995,90989,2,4,4,4,395
Everdell ,2018,47654,8.04909,7.86581,1.2932,2.8062,1409,185745,1,4,3,3,809
Great Western Trail (Second Edition) ,2021,9481,8.39531,7.86511,1.28243,3.7276,301,30597,1,4,3,3,178
Mage Knight Board Game ,2011,32329,8.0858,7.85888,1.63514,4.3528,2642,73961,1,3,1,2,1250
Viticulture Essential Edition ,2015,45263,8.00482,7.85425,1.27021,2.89,1327,154385,1,5,3,4,725
Barrage ,2019,15549,8.17992,7.84572,1.42736,4.0958,887,46331,2,4,4,4,426
The Crew: Mission Deep Sea ,2021,13539,8.20471,7.83881,1.27554,2.042,238,165764,3,5,4,4,173
Too Many Bones ,2017,11272,8.34801,7.82194,1.55157,3.849,437,51699,1,4,3,3,304
Food Chain Magnate ,2015,19017,8.08018,7.81706,1.59821,4.2078,924,47398,2,5,3,4,331
Pax Pamir: Second Edition ,2019,11948,8.2399,7.80536,1.48579,3.8412,592,41075,1,5,4,4,424
Marvel Champions: The Card Game ,2019,21417,8.13453,7.80106,1.4569,2.9172,664,407439,1,3,1,2,690
Puerto Rico ,2002,69544,7.92813,7.79137,1.39241,3.2718,6184,189457,2,5,4,4,1545
Underwater Cities ,2018,17713,8.07467,7.78794,1.19131,3.605,643,65304,1,3,2,2,530
Caverna: The Cave Farmers ,2013,33499,7.9591,7.77944,1.34393,3.7807,1619,78202,1,5,4,4,536
Blood Rage ,2015,44650,7.94353,7.77271,1.41546,2.8739,1443,93647,3,4,4,4,903
Anachrony ,2017,17215,8.08686,7.76445,1.39801,4.0215,930,41192,1,4,3,3,331
Cascadia ,2021,29030,7.97228,7.76428,1.11039,1.8399,837,166926,1,4,2,3,511
Agricola ,2007,70960,7.88662,7.76255,1.5508,3.6369,6260,269877,1,5,3,4,1940
On Mars ,2020,11418,8.21229,7.75869,1.50971,4.6708,1443,28897,1,4,3,3,356
Crokinole ,1876,16668,8.0122,7.74369,1.61254,1.2359,657,188797,2,2,2,2,240
Pandemic Legacy: Season 0 ,2020,6673,8.43809,7.73854,1.54417,3.1364,132,49751,2,4,2,2,110
Pandemic Legacy: Season 2 ,2017,16111,8.04568,7.73473,1.68669,3.2466,296,115548,2,4,4,4,215
Kanban EV ,2020,6461,8.45015,7.73179,1.29935,4.3159,383,15639,1,4,3,3,149
Mansions of Madness: Second Edition ,2016,34258,7.9651,7.73045,1.49923,2.67,697,85536,1,5,3,4,435
Sleeping Gods ,2021,9336,8.29019,7.72854,1.46013,3.2239,335,29541,1,3,2,2,281
Maracaibo ,2019,14750,8.06013,7.7262,1.28168,3.9098,743,51543,1,4,3,3,359
Lisboa ,2017,10231,8.19658,7.71984,1.46262,4.5944,959,25034,1,4,3,3,267
Tzolk'in: The Mayan Calendar ,2012,37696,7.86873,7.71563,1.26284,3.6712,1901,113154,2,4,4,4,578
Power Grid ,2004,63520,7.82079,7.71248,1.3325,3.2573,4909,148310,3,6,4,5,1264
Frosthaven ,2022,5088,8.86226,7.70269,2.18519,4.3113,302,37339,1,4,3,3,165
Heat: Pedal to the Metal ,2022,11207,8.14493,7.6942,1.29528,2.1786,336,47077,1,6,5,6,321
The Quacks of Quedlinburg ,2018,44112,7.83744,7.69401,1.23754,1.9479,1056,211881,2,4,4,4,588
Clans of Caledonia ,2017,19494,7.949,7.69175,1.18469,3.4576,767,65822,1,4,4,4,387
The Crew: The Quest for Planet Nine ,2019,37834,7.83915,7.68979,1.30279,1.9644,759,513121,3,5,4,4,638
Paladins of the West Kingdom ,2019,16175,7.99574,7.68673,1.23772,3.7094,726,46915,1,3,2,2,461
Le Havre ,2008,30614,7.84994,7.6863,1.41612,3.7283,2002,80244,1,4,3,3,831
Star Wars: Imperial Assault ,2014,23954,7.96947,7.68301,1.42,3.302,904,88904,2,5,2,2,399
The Gallerist ,2015,13660,8.03242,7.68299,1.35209,4.2586,901,32200,1,4,3,4,298
Mechs vs. Minions ,2016,16932,7.98274,7.67652,1.35244,2.4318,308,61774,2,4,4,4,245
Grand Austria Hotel ,2015,19100,7.92658,7.66597,1.26382,3.2177,744,86075,2,3,2,2,661
Kingdom Death: Monster ,2015,9281,8.50649,7.66367,2.0182,4.265,585,46775,1,4,4,4,338
Android: Netrunner ,2012,29500,7.87787,7.65939,1.66468,3.4011,1643,334705,2,2,2,2,404
Cthulhu: Death May Die ,2019,10345,8.17304,7.65554,1.40458,2.4474,304,38698,1,4,3,3,234
Azul ,2017,82254,7.75966,7.64945,1.15258,1.7594,2170,579611,2,4,2,2,1394
Race for the Galaxy ,2007,53754,7.74675,7.63411,1.47085,2.9905,3686,664738,2,4,2,2,1190
Aeon's End ,2016,18839,7.92852,7.63303,1.35451,2.8004,541,101386,1,4,2,2,539
Agricola (Revised Edition) ,2016,16168,7.96187,7.63282,1.42994,3.464,556,46099,1,4,4,4,268
Eclipse: New Dawn for the Galaxy ,2011,28024,7.83982,7.63206,1.50566,3.7038,1941,53700,2,6,4,4,620
Eclipse: New Dawn for the Galaxy ,2011,28024,7.83982,7.63206,1.50566,3.7038,1941,53700,2,6,4,4,620
Clank!: A Deck-Building Adventure ,2016,39709,7.78979,7.6298,1.20337,2.2227,871,138705,2,4,3,3,608
Five Tribes ,2014,39890,7.77756,7.62969,1.26897,2.8507,1467,114555,2,4,2,2,845
Through the Ages: A Story of Civilization ,2006,19106,7.85586,7.61205,1.69793,4.1745,1828,71870,2,4,3,3,682
Teotihuacan: City of Gods ,2018,18809,7.87874,7.61205,1.29895,3.7808,821,66579,1,4,4,4,351
Fields of Arle ,2014,10404,8.03653,7.61203,1.29357,3.8626,524,31834,1,2,2,2,212
Lords of Waterdeep ,2012,53690,7.73548,7.5986,1.27152,2.4526,2302,172315,2,5,3,4,742
Beyond the Sun ,2020,12313,7.95594,7.59681,1.14717,3.123,374,45440,2,4,3,3,242
Obsession ,2018,8446,8.15314,7.5943,1.34875,3.1089,303,38369,1,4,2,2,227
Robinson Crusoe: Adventures on the Cursed Island ,2012,41769,7.76352,7.59297,1.44323,3.8096,2174,109561,1,4,1,2,984
The Voyages of Marco Polo ,2015,24139,7.7958,7.59288,1.26425,3.1867,1109,90270,2,4,4,4,463
Dominant Species ,2010,20543,7.82185,7.58993,1.51444,4.0396,1567,34423,3,6,4,4,545
7 Wonders ,2010,100436,7.69309,7.58679,1.27768,2.3198,5110,561328,3,7,4,5,2344
Tainted Grail: The Fall of Avalon ,2019,11384,8.12833,7.56675,1.77384,3.3356,444,53399,1,3,1,2,474
The Search for Planet X ,2020,10015,7.99685,7.56281,1.20862,2.3734,233,39935,1,4,2,3,187
The 7th Continent ,2017,21540,7.86547,7.55984,1.68425,2.902,602,68637,1,3,1,2,634
Architects of the West Kingdom ,2018,27008,7.75341,7.55684,1.18011,2.7514,909,92535,1,5,4,4,506
El Grande ,1995,26882,7.73344,7.55546,1.33528,3.0374,2190,49460,3,5,5,5,612
Battlestar Galactica: The Board Game ,2008,35862,7.72955,7.54455,1.5955,3.2492,2183,80289,4,6,5,5,1044
Keyflower ,2012,22352,7.73612,7.53893,1.3202,3.3434,993,58985,2,6,4,4,414
Decrypto ,2018,20152,7.77703,7.53729,1.26289,1.8132,348,66861,4,8,4,4,292
Inis ,2016,18593,7.82545,7.53339,1.46696,2.8893,488,40362,2,4,4,4,434
Caylus ,2005,28785,7.72398,7.5328,1.4758,3.7987,3244,67145,2,5,3,3,759
Raiders of the North Sea ,2015,22649,7.74658,7.53151,1.18572,2.5505,643,69714,2,4,3,3,331
Mombasa ,2015,12962,7.85742,7.52771,1.26892,3.8992,645,26797,2,4,4,4,255
Dominion: Intrigue ,2009,33156,7.69341,7.52628,1.35644,2.4144,1361,104259,2,4,3,3,326
Tigris & Euphrates ,1997,28079,7.70291,7.52269,1.48802,3.5016,2745,67903,2,4,4,4,622
Trickerion: Legends of Illusion ,2015,9952,7.96563,7.52239,1.4201,4.2489,683,21584,2,4,4,4,161
Troyes ,2010,22660,7.72086,7.52208,1.33285,3.4613,1240,69436,2,4,3,3,539
Lorenzo il Magnifico ,2016,13134,7.85398,7.52113,1.22468,3.297,404,38574,2,4,3,4,221
Eldritch Horror ,2013,35153,7.75749,7.52044,1.53749,3.3186,1676,91232,1,6,4,4,876
The Lord of the Rings: Journeys in Middle-Earth ,2019,15224,7.9318,7.51835,1.52381,2.6489,450,92506,1,4,2,2,394
Twilight Imperium: Third Edition ,2005,19156,7.79824,7.51015,1.71502,4.2559,2079,25477,4,6,6,6,486
Russian Railroads ,2013,17484,7.73986,7.50129,1.2999,3.4048,835,63377,2,4,4,4,251
Patchwork ,2014,61964,7.60392,7.49814,1.16279,1.6057,1613,322369,2,2,2,2,525
Trajan ,2011,17159,7.75213,7.49479,1.35555,3.6462,930,48206,2,4,4,4,288
Concordia Venus ,2018,4997,8.28567,7.49444,1.18434,3.0204,147,12655,2,6,4,4,83
Rising Sun ,2018,20260,7.78524,7.48825,1.6163,3.2968,620,31876,3,5,4,5,425
Aeon's End: War Eternal ,2017,5331,8.29239,7.48604,1.28778,2.9179,134,17646,1,4,2,2,123
Dominion ,2008,88255,7.59871,7.48261,1.42028,2.3495,5144,783510,2,4,3,3,1800
Carnegie ,2022,7211,8.04996,7.47403,1.21549,3.8238,386,26369,1,4,4,4,287
The Isle of Cats ,2019,19377,7.74023,7.47339,1.2447,2.3499,463,87173,1,4,3,3,299
Clank! In! Space!: A Deck-Building Adventure ,2017,13501,7.80016,7.4714,1.20924,2.557,237,39398,2,4,3,3,172
Vinhos: Deluxe Edition ,2016,6364,8.10975,7.47111,1.25866,4.0174,344,13942,1,4,4,4,120
Age of Steam ,2002,10726,7.83648,7.46983,1.59348,3.8844,995,36124,3,6,4,4,174
Pandemic: Iberia ,2016,10222,7.89413,7.46506,1.21208,2.5667,180,26017,1,5,4,4,146
Codenames ,2015,86659,7.55396,7.4625,1.3028,1.2663,2193,550736,4,8,6,6,1209
Hansa Teutonica ,2009,14798,7.72801,7.46144,1.36932,3.0969,795,44696,3,5,5,5,321
The Quest for El Dorado ,2017,22400,7.66355,7.46117,1.09551,1.9283,558,82481,2,4,2,2,369
Yokohama ,2016,11235,7.81605,7.45989,1.15812,3.3116,353,35459,2,4,3,3,196
Champions of Midgard ,2015,16840,7.73439,7.45947,1.2542,2.6019,412,39450,2,4,4,4,235
Forbidden Stars ,2015,8921,7.97476,7.45736,1.45901,3.8405,439,14274,2,4,3,3,311
Roll for the Galaxy ,2014,30900,7.6048,7.45541,1.33746,2.7754,935,172397,2,5,3,4,376
Cartographers ,2019,26230,7.63455,7.45001,1.13517,1.8842,613,170393,1,9,3,4,353
PARKS ,2019,22182,7.68895,7.44971,1.21139,2.1389,547,75529,1,4,3,3,402
Dwellings of Eldervale ,2020,5679,8.19458,7.44233,1.49596,3.2648,253,15800,1,5,3,3,161
Pandemic ,2008,120756,7.54663,7.44159,1.33504,2.4017,5910,402441,1,4,4,4,1960
Res Arcana ,2019,20110,7.67008,7.43531,1.35494,2.6318,478,113856,2,4,2,2,358
Targi ,2012,21952,7.62027,7.43,1.11347,2.3417,641,71286,2,2,2,2,200
Kemet ,2012,18722,7.66486,7.42529,1.33547,3.0014,714,29641,3,5,4,5,290
Alchemists ,2014,21994,7.65166,7.42496,1.42142,3.927,1150,43688,2,4,4,4,390
Watergate ,2019,10747,7.79798,7.42493,1.16736,2.2566,265,31586,2,2,2,2,128
Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases ,1982,20582,7.65092,7.42466,1.45212,2.6813,637,38151,1,4,2,2,339
Praga Caput Regni ,2020,7757,7.95157,7.42469,1.20134,3.7473,376,27408,1,4,3,3,191
Star Realms ,2014,43204,7.56428,7.4228,1.27194,1.9274,1392,415665,2,2,2,2,454
Rajas of the Ganges ,2017,13247,7.73158,7.42213,1.14338,2.8963,405,51912,2,4,4,4,195
Endeavor: Age of Sail ,2018,8875,7.90871,7.42136,1.16171,2.8468,248,20357,2,5,4,4,145
Just One ,2018,24200,7.59699,7.4212,1.20683,1.0425,447,164122,4,7,6,7,321
It's a Wonderful World ,2019,16480,7.70262,7.41972,1.24526,2.314,430,138611,1,5,4,4,306
Stone Age ,2008,51305,7.5322,7.41227,1.24713,2.4622,2999,207586,2,4,4,4,966
Legendary Encounters: An Alien Deck Building Game ,2014,12934,7.75985,7.41051,1.36524,2.6998,473,48920,1,4,3,3,261
Hadrian's Wall ,2021,6265,8.0503,7.41032,1.21562,3.1076,223,35563,1,3,1,1,248
Ticket to Ride: Europe ,2005,72286,7.53043,7.40897,1.19353,1.9219,3843,219990,2,5,4,4,995
Terraforming Mars: Ares Expedition ,2021,14856,7.70724,7.40848,1.38082,2.9081,359,61895,1,4,3,3,282
The Lord of the Rings: The Card Game ,2011,23684,7.66078,7.40168,1.55463,3.2066,1433,261346,1,2,2,2,727
Marco Polo II: In the Service of the Khan ,2019,6669,7.99052,7.40047,1.15144,3.382,233,21979,2,4,3,3,114
Star Wars: X-Wing Miniatures Game ,2012,24693,7.642,7.40044,1.43699,2.4939,1146,103533,2,2,2,2,357
Ra ,1999,23166,7.56861,7.39787,1.33586,2.3391,1834,90775,2,5,3,4,494
Viscounts of the West Kingdom ,2020,8735,7.87072,7.39742,1.20759,3.4599,374,29937,1,4,3,3,195
Istanbul ,2014,30298,7.54875,7.39695,1.14873,2.5826,1095,98247,2,5,4,4,362
Magic: The Gathering ,1993,38270,7.56689,7.39562,1.84366,3.2487,2264,647155,2,2,2,2,585
Welcome To... ,2018,28648,7.5514,7.39481,1.13329,1.833,533,235142,1,12,3,4,300
Xia: Legends of a Drift System ,2014,9553,7.86821,7.39322,1.5652,3.1863,365,21406,2,4,3,3,239
Glen More II: Chronicles ,2019,7454,7.92395,7.393,1.15016,3.0263,266,21234,2,4,3,3,151
That's Pretty Clever! ,2018,22597,7.58452,7.39258,1.12732,1.878,508,287889,1,4,2,2,361
Undaunted: Normandy ,2019,10267,7.8156,7.38938,1.22021,2.2538,264,39985,2,2,2,2,147
Tyrants of the Underdark ,2016,8229,7.90918,7.38834,1.21528,2.5412,194,26215,2,4,4,4,166
SCOUT ,2019,9370,7.79287,7.3825,1.16084,1.3684,171,64015,3,5,4,4,277
Jaipur ,2009,48621,7.49019,7.37661,1.10628,1.4673,1680,233205,2,2,2,2,439
Chaos in the Old World ,2009,15401,7.66547,7.37644,1.48174,3.1998,926,27102,3,4,4,4,419
War Chest ,2018,8777,7.86473,7.3748,1.35489,2.3073,218,48654,2,2,2,2,156
War of the Ring ,2004,10550,7.77327,7.3731,1.63632,3.8436,1413,14045,2,2,2,2,331
Radlands ,2021,7931,7.92219,7.37047,1.28728,2.2528,178,31370,2,2,2,2,90
Descent: Journeys in the Dark (Second Edition) ,2012,24900,7.62655,7.36259,1.4804,3.2122,1150,70757,2,5,5,5,449
This War of Mine: The Board Game ,2017,12281,7.78365,7.36206,1.55768,3.3032,432,23995,1,3,1,1,477
Azul: Summer Pavilion ,2019,14244,7.66172,7.36128,1.16432,2.0526,304,56706,2,4,2,3,156
Dominion (Second Edition) ,2016,8830,7.84555,7.35819,1.3794,2.1648,182,47847,2,4,2,3,123
Memoir '44 ,2004,29355,7.54081,7.35617,1.38238,2.2753,2339,153433,2,2,2,2,334
Horrified ,2019,14641,7.67443,7.3506,1.13621,2.0473,317,43998,1,5,3,3,206
Cosmic Encounter ,2008,31876,7.52669,7.34714,1.70272,2.5843,1405,78757,4,5,5,5,668
Railways of the World ,2005,12069,7.67327,7.34657,1.34237,3.0175,1375,33777,3,6,5,5,228
Unmatched: Cobble & Fog ,2020,6112,8.02343,7.34641,1.25397,1.9691,97,14838,2,2,2,2,71
Castles of Mad King Ludwig ,2014,24934,7.51884,7.34212,1.24594,2.6527,858,81689,2,4,4,4,341
The Resistance: Avalon ,2012,32193,7.52519,7.34189,1.5115,1.7362,1035,132355,5,10,7,8,459
Sagrada ,2017,38146,7.48362,7.33994,1.15877,1.9239,788,235776,1,4,2,2,463
Ora et Labora ,2011,10754,7.689,7.33606,1.36477,3.8896,670,21709,1,4,3,3,209
Sekigahara: The Unification of Japan ,2011,5572,8.00472,7.33373,1.30161,2.7875,367,11392,2,2,2,2,71
Splendor Duel ,2022,6020,7.99022,7.33114,1.07659,1.9847,131,30924,2,2,2,2,54
A Game of Thrones: The Board Game (Second Edition) ,2011,33330,7.54418,7.32975,1.53787,3.7229,1700,36432,4,6,6,6,982
Ticket to Ride: Nordic Countries ,2007,13626,7.62821,7.32894,1.22124,1.9779,589,47863,2,3,3,3,221
Nemesis: Lockdown ,2022,4061,8.41265,7.32874,1.43691,3.8896,154,7866,1,5,4,4,95
Too Many Bones: Undertow ,2018,2947,8.69382,7.3283,1.3234,4.0084,119,6779,1,2,2,2,60
The Red Cathedral ,2020,9945,7.745,7.32681,1.07715,2.8228,333,32280,1,4,3,3,234
Dune ,2019,7539,7.95846,7.32554,1.5921,3.9939,327,9122,5,6,6,6,203
Dead of Winter: A Crossroads Game ,2014,45070,7.48193,7.3248,1.43988,3.0129,1622,76963,3,5,4,4,683
Suburbia ,2012,24602,7.48592,7.32225,1.25058,2.7664,989,73085,1,4,3,3,363
Commands & Colors: Ancients ,2006,8672,7.77192,7.32109,1.40904,2.6927,1051,42949,2,2,2,2,164
Space Base ,2018,17177,7.55152,7.31819,1.25705,2.1175,315,154949,2,5,3,4,241
Captain Sonar ,2016,20304,7.52369,7.31568,1.38213,2.181,348,47876,6,8,8,8,376
Village ,2011,22754,7.49806,7.31507,1.19592,3.0702,1196,48268,2,4,4,4,332
Star Wars: Outer Rim ,2019,11156,7.72696,7.31366,1.30188,2.5203,296,27950,1,4,3,3,239
Go ,-2200,16742,7.64496,7.31312,1.90744,3.9304,1581,68553,2,2,2,2,250
Paleo ,2020,10258,7.72702,7.3054,1.26725,2.6293,321,51678,1,4,2,3,283
Meadow ,2021,8396,7.77908,7.30433,1.20657,2.2364,258,32006,1,3,2,2,222
Splendor ,2014,76000,7.42377,7.30387,1.29006,1.7827,2572,531569,2,4,3,3,1059
Earth ,2023,8302,7.80463,7.30341,1.44995,2.8758,314,40227,1,4,2,2,208
Tichu ,1991,15097,7.57754,7.30113,1.67708,2.3375,951,124190,4,4,4,4,295
Dinosaur Island ,2017,15482,7.59287,7.30112,1.34006,3.0361,443,39175,1,4,3,4,174
Star Realms: Colony Wars ,2015,7817,7.80919,7.30111,1.20795,1.8971,136,27773,2,2,2,2,49
Coimbra ,2018,11397,7.63311,7.3,1.16312,3.2462,455,30047,2,4,3,3,201
Near and Far ,2017,9937,7.69842,7.29987,1.33217,2.8872,195,32110,2,4,3,3,126
Combat Commander: Europe ,2006,5853,7.9501,7.29952,1.64287,3.2486,716,29680,2,2,2,2,154
Carcassonne ,2000,121467,7.41006,7.29806,1.30942,1.8969,8091,583789,2,5,2,2,2428
Modern Art ,1992,21181,7.48737,7.29711,1.32226,2.2901,1465,48055,3,5,4,5,331
Nations ,2013,12096,7.60898,7.29685,1.40526,3.5455,715,32931,1,5,3,4,279
Final Girl ,2021,3948,8.38148,7.29551,1.31085,2.5682,88,20626,1,1,1,1,58
Ankh: Gods of Egypt ,2021,7864,7.84435,7.29544,1.56622,3.0876,331,15750,2,5,2,2,296
Under Falling Skies ,2020,9781,7.70465,7.29473,1.15192,2.3966,232,49723,1,1,1,1,181
Calico ,2020,16344,7.56891,7.29413,1.22336,2.1789,436,80141,1,4,2,2,268
Nidavellir ,2020,11975,7.61646,7.29369,1.14277,2.0988,253,52869,2,5,3,3,239
Paths of Glory ,1999,5060,8.05393,7.28998,1.65399,3.8512,672,8624,2,2,2,2,99
YINSH ,2003,8698,7.71012,7.2866,1.31805,2.6611,599,32914,2,2,2,2,75
Welcome to the Moon ,2021,4986,8.03134,7.28635,1.13148,2.5094,106,46235,1,6,2,4,84
My City ,2020,9250,7.68761,7.28432,1.21594,1.9897,194,139935,2,4,4,4,155
Ticket to Ride ,2004,85752,7.39602,7.28138,1.30007,1.8339,4913,339420,2,5,4,4,1042
Cyclades ,2009,20904,7.51292,7.28083,1.33005,2.8159,1016,36718,3,5,4,5,456
La Granja ,2014,10700,7.61605,7.27603,1.24962,3.5684,526,36216,1,4,3,3,190
Codenames: Duet ,2017,21426,7.45823,7.27474,1.23714,1.3618,398,153596,2,2,2,2,267
Secret Hitler ,2016,26359,7.51624,7.27134,1.60507,1.7413,487,111867,6,10,8,8,370
Wonderland's War ,2022,4600,8.14376,7.26952,1.41766,3,145,10694,2,5,4,4,137
Aeon's End: Legacy ,2019,4663,8.06935,7.26743,1.43266,2.8553,76,26391,1,4,2,2,89
Wingspan Asia ,2022,3452,8.3683,7.26547,1.2042,2.6346,52,10091,1,2,2,2,54
Legendary: A Marvel Deck Building Game ,2012,22170,7.53788,7.26517,1.49671,2.4328,848,176336,1,4,3,3,460
MicroMacro: Crime City ,2020,13842,7.54346,7.26377,1.23943,1.107,299,77197,1,3,2,2,294
Deception: Murder in Hong Kong ,2014,21381,7.46259,7.26299,1.3292,1.5814,387,100506,5,12,6,8,260
The Taverns of Tiefenthal ,2019,12687,7.57994,7.26246,1.1436,2.6688,311,50042,2,4,2,3,221
Zombicide: Black Plague ,2015,15581,7.62946,7.26119,1.44729,2.4863,364,40764,1,6,3,3,218
Century: Golem Edition ,2017,11390,7.61233,7.26074,1.20383,1.681,232,50442,2,5,3,4,141
Hanamikoji ,2013,16799,7.50013,7.25976,1.201,1.691,424,80745,2,2,2,2,147
Roll Player ,2016,19403,7.46536,7.25472,1.19445,2.4296,398,69638,1,4,3,3,259
Detective: A Modern Crime Board Game ,2018,10055,7.69801,7.25295,1.63182,2.7524,210,21118,1,4,2,2,213
Kanban: Driver's Edition ,2014,6697,7.79564,7.25146,1.43901,4.367,545,16585,2,4,3,4,134
Flamme Rouge ,2016,17013,7.5046,7.2507,1.27609,1.6846,428,73004,2,4,4,4,318
The Princes of Florence ,2000,15250,7.51318,7.25016,1.3551,3.2432,1591,29094,3,5,5,5,279
Sushi Go Party! ,2016,32466,7.40624,7.24988,1.149,1.3055,586,127141,2,8,4,5,288
Goa: A New Expedition ,2004,11393,7.56386,7.24446,1.28656,3.3724,1144,25375,2,4,4,4,290
Chronicles of Crime ,2018,21303,7.61855,7.24417,1.42604,2.0649,339,47661,1,3,2,2,339
Planet Unknown ,2022,4958,7.97028,7.24246,1.11444,2.2069,145,23984,1,6,4,4,120
Santorini ,2016,37046,7.37829,7.24227,1.32796,1.7298,707,233414,2,3,2,2,528
"Unmatched: Battle of Legends, Volume One ",2019,7893,7.76754,7.24211,1.32755,1.9262,149,39042,2,2,2,2,116
Fantasy Realms ,2017,13455,7.52565,7.24051,1.2324,1.7967,305,161324,2,5,2,3,296
Isle of Skye: From Chieftain to King ,2015,24568,7.40114,7.23964,1.15247,2.2518,707,85488,2,5,3,4,405
Glory to Rome ,2005,14015,7.48856,7.23488,1.40413,2.9258,917,61445,2,5,3,4,277
Pulsar 2849 ,2017,8377,7.67326,7.23451,1.19588,3.3431,274,20121,2,4,4,4,191
Hero Realms ,2016,17011,7.53174,7.23432,1.22976,1.8622,283,107319,2,4,2,2,201
KLASK ,2014,9192,7.62704,7.23406,1.32322,1.0636,173,96635,2,2,2,2,74
Shogun ,2006,13760,7.52084,7.23017,1.34074,3.364,1239,18622,3,5,4,5,260
Hallertau ,2020,5084,7.92295,7.22955,1.18563,3.3025,238,19689,1,4,2,2,151
1830: Railways & Robber Barons ,1986,5467,7.86246,7.22893,1.61006,4.1606,573,14903,3,6,4,5,132
Galaxy Trucker ,2007,33394,7.35628,7.22665,1.45469,2.3301,1551,89939,2,4,4,4,450
Samurai ,1998,16002,7.4605,7.22583,1.19509,2.4771,1484,48274,2,4,3,3,341
1960: The Making of the President ,2007,9211,7.62228,7.22382,1.33368,3.2026,997,16633,2,2,2,2,242
T.I.M.E Stories ,2015,27015,7.41035,7.22221,1.72738,2.5955,576,62992,2,4,4,4,366
Camel Up (Second Edition) ,2018,10620,7.59193,7.22208,1.16759,1.4612,219,35731,3,8,5,6,138
Viticulture ,2013,13105,7.51188,7.22142,1.43554,2.9327,446,35930,2,5,3,4,147
Oathsworn: Into the Deepwood ,2022,2594,9.05492,7.2201,1.51999,3.5385,130,11460,1,4,2,2,84
Steam ,2009,10105,7.56333,7.22005,1.35414,3.4568,694,20474,3,5,4,4,126
Vindication ,2018,6648,7.80238,7.21609,1.41293,3.0717,223,17899,2,5,4,4,121
