Title,Link,Rank,Year,UsersRated,AveRating,Baverage,StdDev,AveWeight,NumWeights,NumPlays,NumAwards,PCountRecomm_min,PCountRecomm_max,PCountBest_min,PCountBest_max,PCount_votes,MinPlayTime,MaxPlayTime,Mechanics,Category_1,RankCat_1,ScoreCat_1,Category_2,RankCat_2,ScoreCat_2,AmazonPrice
Dominant Species ,https://boardgamegeek.com/boardgame/62219/dominant-species,86,2010,20851,7.8191,7.58491,1.51285,4.0406,1577,35020,11,3,6,4,4,557,120,240,"Action Queue
Area Majority / Influence
End Game Bonuses
Grid Movement
Hexagon Grid
Map Addition
",Strategy ,67,7.63179,,,,$72.59 
The Voyages of Marco Polo ,https://boardgamegeek.com/boardgame/171623/voyages-marco-polo,87,2015,24480,7.78869,7.58442,1.26461,3.1843,1123,92344,22,2,4,4,4,472,40,100,"Contracts
Dice Rolling
Point to Point Movement
Resource to Move
Turn Order: Claim Action
Variable Player Powers
",Strategy ,72,7.61742,,,,Unknown
Robinson Crusoe: Adventures on the Cursed Island ,https://boardgamegeek.com/boardgame/121921/robinson-crusoe-adventures-cursed-island,88,2012,42552,7.75181,7.58267,1.44925,3.8153,2204,111742,9,1,4,1,2,1001,60,120,"Action Queue
Area Movement
Cooperative Game
Dice Rolling
Die Icon Resolution
Events
",Thematic,29,7.57395,,,,$49.95 
7 Wonders ,https://boardgamegeek.com/boardgame/68448/7-wonders,89,2010,102549,7.68815,7.58056,1.27673,2.3179,5196,577538,53,3,7,4,5,2381,30,30,"Closed Drafting
Hand Management
Neighbor Scope
Set Collection
Simultaneous Action Selection
Variable Player Powers
",Strategy ,92,7.5452,Family ,11,7.57715,$59.99 
The Search for Planet X ,https://boardgamegeek.com/boardgame/279537/search-planet-x,90,2020,11155,7.97588,7.57114,1.21614,2.3843,255,43949,6,1,4,2,3,202,60,75,"Action Points
Deduction
End Game Bonuses
Paper-and-Pencil
Solo / Solitaire Game
Turn Order: Time Track
",Strategy ,63,7.64213,,,,$39.84 
Oathsworn: Into the Deepwood ,https://boardgamegeek.com/boardgame/251661/oathsworn-deepwood,91,2022,3918,9.06276,7.57088,1.41619,3.6077,181,17353,5,1,4,2,2,121,30,90,"Action Points
Card Play Conflict Resolution
Cooperative Game
Deck, Bag, and Pool Building
Dice Rolling
Hand Management
",Thematic,9,8.04649,,,,Unknown
El Grande ,https://boardgamegeek.com/boardgame/93/el-grande,92,1995,27610,7.73892,7.56006,1.33479,3.0287,2233,51564,4,3,5,5,5,630,60,120,"Action Drafting
Area Majority / Influence
Area Movement
Auction/Bidding
Hand Management
Memory
",Strategy ,77,7.5925,,,,Unknown
Tainted Grail: The Fall of Avalon ,https://boardgamegeek.com/boardgame/264220/tainted-grail-fall-avalon,93,2019,11851,8.10261,7.55338,1.77227,3.3473,455,55766,14,1,3,1,2,489,60,120,"Area Movement
Campaign / Battle Card Driven
Cooperative Game
Deck, Bag, and Pool Building
Dice Rolling
Hand Management
",Thematic,26,7.66884,,,,$118.92 
Architects of the West Kingdom ,https://boardgamegeek.com/boardgame/236457/architects-west-kingdom,94,2018,28021,7.74097,7.54496,1.18323,2.7495,942,97253,21,1,5,4,4,533,60,80,"Contracts
Increase Value of Unchosen Resources
Open Drafting
Solo / Solitaire Game
Tags
Variable Player Powers
",Strategy ,85,7.55715,,,,$46.69 
Battlestar Galactica: The Board Game ,https://boardgamegeek.com/boardgame/37111/battlestar-galactica-board-game,95,2008,36198,7.72964,7.54246,1.59497,3.2506,2195,81107,13,4,6,5,5,1052,120,180,"Area Movement
Dice Rolling
Hand Management
Hidden Roles
Once-Per-Game Abilities
Role Playing
",Thematic,32,7.54375,,,,Unknown
Decrypto ,https://boardgamegeek.com/boardgame/225694/decrypto,96,2018,21372,7.77338,7.54078,1.26637,1.8059,376,71704,18,4,8,4,4,316,15,45,"Communication Limits
Targeted Clues
Team-Based Game
",Party ,1,7.62673,,,,$24.99 
Inis ,https://boardgamegeek.com/boardgame/155821/inis,97,2016,19354,7.82618,7.53681,1.46331,2.8948,504,42105,7,2,4,4,4,444,60,90,"Area Majority / Influence
Area Movement
Campaign / Battle Card Driven
Closed Drafting
Hand Management
Interrupts
",Strategy ,84,7.55989,,,,$72.79 
The 7th Continent ,https://boardgamegeek.com/boardgame/180263/7th-continent,98,2017,21926,7.83742,7.53449,1.69072,2.9033,610,69857,21,1,3,1,2,644,5,1000,"Area Movement
Cooperative Game
Hand Management
Map Addition
Modular Board
Narrative Choice / Paragraph
",Thematic,28,7.57398,,,,$69.00 
Keyflower ,https://boardgamegeek.com/boardgame/122515/keyflower,99,2012,22725,7.72867,7.53099,1.32418,3.341,1003,60237,12,2,6,4,4,418,90,120,"Auction: Fixed Placement
Auction: Multiple Lot
Auction/Bidding
Constrained Bidding
End Game Bonuses
Hexagon Grid
",Strategy ,81,7.56924,,,,$64.99 
Trickerion: Legends of Illusion ,https://boardgamegeek.com/boardgame/163068/trickerion-legends-illusion,100,2015,10433,7.97377,7.53163,1.42748,4.2525,705,22309,4,2,4,4,4,165,60,180,"Action Points
Action Queue
Catch the Leader
Dice Rolling
Simultaneous Action Selection
Tile Placement
",Strategy ,70,7.62027,,,,Unknown
Raiders of the North Sea ,https://boardgamegeek.com/boardgame/170042/raiders-north-sea,101,2015,23419,7.74359,7.52853,1.18412,2.5524,668,72198,9,2,4,3,3,340,60,80,"Contracts
Dice Rolling
Hand Management
Worker Placement
Worker Placement, Different Worker Types
",Strategy ,90,7.54812,,,,$47.69 
Caylus ,https://boardgamegeek.com/boardgame/18602/caylus,102,2005,28973,7.71939,7.5254,1.4752,3.7974,3253,67782,18,2,5,3,3,764,60,150,"Action Queue
Ownership
Turn Order: Claim Action
Turn Order: Pass Order
Variable Set-up
Worker Placement
",Strategy ,87,7.55069,,,,$124.99 
Tigris & Euphrates ,https://boardgamegeek.com/boardgame/42/tigris-euphrates,103,1997,28378,7.70526,7.52306,1.48515,3.5011,2756,69442,5,2,4,4,4,626,90,90,"Area Majority / Influence
Connections
Hand Management
Hidden Victory Points
Highest-Lowest Scoring
Income
",Strategy ,91,7.546,,,,Unknown
Dominion: Intrigue ,https://boardgamegeek.com/boardgame/40834/dominion-intrigue,104,2009,33391,7.69274,7.52294,1.35459,2.414,1367,104991,8,2,4,3,3,328,30,30,"Deck, Bag, and Pool Building
Delayed Purchase
Hand Management
",Strategy ,99,7.52673,,,,$32.58 
Lorenzo il Magnifico ,https://boardgamegeek.com/boardgame/203993/lorenzo-il-magnifico,105,2016,13509,7.85073,7.51845,1.22506,3.2905,420,39928,4,2,4,3,4,232,60,120,"Contracts
Dice Rolling
End Game Bonuses
Open Drafting
Turn Order: Claim Action
Variable Set-up
",Strategy ,78,7.5896,,,,$49.95 
Troyes ,https://boardgamegeek.com/boardgame/73439/troyes,106,2010,23065,7.71759,7.51758,1.33081,3.4603,1258,71290,13,2,4,3,3,551,90,90,"Area Majority / Influence
Dice Rolling
End Game Bonuses
Events
Hidden Victory Points
Income
",Strategy ,86,7.55712,,,,$50.99 
Eldritch Horror ,https://boardgamegeek.com/boardgame/146021/eldritch-horror,107,2013,35801,7.75572,7.51639,1.53817,3.3192,1701,93461,5,1,6,4,4,892,120,240,"Action Points
Cooperative Game
Dice Rolling
Point to Point Movement
Resource to Move
Role Playing
",Thematic,35,7.51597,,,,$52.68 
Mombasa ,https://boardgamegeek.com/boardgame/172386/mombasa,108,2015,13102,7.85178,7.51604,1.26562,3.8974,653,27242,19,2,4,4,4,257,75,150,"Action Queue
Area Majority / Influence
Deck, Bag, and Pool Building
Hand Management
Investment
Open Drafting
",Strategy ,76,7.59503,,,,Unknown
Concordia Venus ,https://boardgamegeek.com/boardgame/256916/concordia-venus,109,2018,5378,8.28632,7.51519,1.17927,3.0187,160,13687,1,2,6,4,4,89,60,120,"Action Retrieval
Advantage Token
Auction: Dutch
Communication Limits
Deck, Bag, and Pool Building
Follow
",Strategy ,58,7.67628,,,,$63.21 
The Lord of the Rings: Journeys in Middle-Earth ,https://boardgamegeek.com/boardgame/269385/lord-rings-journeys-middle-earth,110,2019,15776,7.9234,7.51276,1.51921,2.6537,462,96600,4,1,4,2,2,400,60,120,"Campaign / Battle Card Driven
Cooperative Game
Deck, Bag, and Pool Building
Map Addition
Modular Board
Role Playing
",Thematic,27,7.58336,,,,$103.99 
Twilight Imperium: Third Edition ,https://boardgamegeek.com/boardgame/12493/twilight-imperium-third-edition,111,2005,19208,7.79566,7.50364,1.7166,4.2566,2081,25585,2,4,6,6,6,487,180,240,"Action Points
Area-Impulse
Dice Rolling
Follow
Grid Movement
Hexagon Grid
",Thematic,31,7.54472,Strategy ,104,7.51077,Unknown
Carnegie ,https://boardgamegeek.com/boardgame/310873/carnegie,112,2022,8127,8.0357,7.49946,1.21567,3.8178,428,29811,16,1,4,4,4,305,90,120,"Action Retrieval
Area Movement
Connections
End Game Bonuses
Follow
Grid Movement
",Strategy ,73,7.61401,,,,$63.12 
Russian Railroads ,https://boardgamegeek.com/boardgame/144733/russian-railroads,113,2013,17733,7.73724,7.49489,1.30202,3.4047,845,64382,17,2,4,4,4,253,120,120,"End Game Bonuses
Tech Trees / Tech Tracks
Turn Order: Claim Action
Worker Placement
",Strategy ,89,7.55045,,,,$229.99 
Patchwork ,https://boardgamegeek.com/boardgame/163412/patchwork,114,2014,63954,7.60014,7.49404,1.16516,1.6033,1656,339984,16,2,2,2,2,545,15,30,"Grid Coverage
Income
Open Drafting
Rondel
Square Grid
Tile Placement
",Abstract ,4,7.49412,Family ,17,7.50953,$32.08 
Trajan ,https://boardgamegeek.com/boardgame/102680/trajan,115,2011,17447,7.75166,7.49069,1.35231,3.6408,941,49084,16,2,4,4,4,296,60,120,"Area Movement
Hand Management
Mancala
Open Drafting
Set Collection
",Strategy ,93,7.54444,,,,Unknown
Dwellings of Eldervale ,https://boardgamegeek.com/boardgame/271055/dwellings-eldervale,116,2020,6482,8.19153,7.48905,1.48716,3.2536,280,18178,5,1,5,3,3,178,60,150,"Dice Rolling
Hand Management
Modular Board
Solo / Solitaire Game
Variable Player Powers
Worker Placement
",Strategy ,69,7.62352,,,,$164.99 
Rising Sun ,https://boardgamegeek.com/boardgame/205896/rising-sun,117,2018,20736,7.77965,7.48364,1.61376,3.2995,631,32689,10,3,5,4,5,433,90,120,"Action Drafting
Alliances
Area Majority / Influence
Area Movement
Auction: Sealed Bid
Betting and Bluffing
",Strategy ,109,7.49425,,,,$109.99 
Dominion ,https://boardgamegeek.com/boardgame/36218/dominion,118,2008,89564,7.59901,7.48192,1.4187,2.3482,5172,795505,45,2,4,3,3,1817,30,30,"Deck, Bag, and Pool Building
Delayed Purchase
Hand Management
Open Drafting
Take That
Variable Set-up
",Strategy ,128,7.44064,,,,$44.49 
Aeon's End: War Eternal ,https://boardgamegeek.com/boardgame/218417/aeons-end-war-eternal,119,2017,5540,8.27048,7.47606,1.29228,2.9281,139,18257,3,1,4,2,2,125,60,60,"Cooperative Game
Deck, Bag, and Pool Building
Hand Management
Open Drafting
Variable Phase Order
Variable Player Powers
",Strategy ,71,7.61797,,,,$38.62 
The Quest for El Dorado ,https://boardgamegeek.com/boardgame/217372/quest-el-dorado,120,2017,23881,7.6729,7.47503,1.08959,1.9236,589,88501,17,2,4,2,2,391,30,60,"Deck, Bag, and Pool Building
Delayed Purchase
Grid Movement
Hand Management
Hexagon Grid
Modular Board
",Family ,16,7.5187,,,,Unknown
Age of Steam ,https://boardgamegeek.com/boardgame/4098/age-steam,121,2002,11008,7.83731,7.47079,1.59265,3.878,1008,37863,4,3,6,4,4,176,120,120,"Auction/Bidding
Catch the Leader
Connections
Dice Rolling
Loans
Network and Route Building
",Strategy ,83,7.56423,,,,Unknown
Vinhos: Deluxe Edition ,https://boardgamegeek.com/boardgame/175640/vinhos-deluxe-edition,122,2016,6582,8.09996,7.46715,1.25936,4,354,14434,3,1,4,4,4,126,60,135,"Area Majority / Influence
Variable Phase Order
Worker Placement
",Strategy ,74,7.61038,,,,$113.27 
Clank! In! Space!: A Deck-Building Adventure ,https://boardgamegeek.com/boardgame/233371/clank-space-deck-building-adventure,123,2017,13987,7.79315,7.46636,1.21004,2.5569,246,40792,3,2,4,3,3,177,45,90,"Deck, Bag, and Pool Building
Delayed Purchase
Modular Board
Open Drafting
Player Elimination
Point to Point Movement
",Strategy ,105,7.50929,Family ,15,7.53016,$53.50 
Hansa Teutonica ,https://boardgamegeek.com/boardgame/43015/hansa-teutonica,124,2009,15195,7.73183,7.46382,1.37064,3.0949,801,45846,10,3,5,5,5,334,45,90,"Action Points
Area Majority / Influence
End Game Bonuses
Network and Route Building
Ownership
Tech Trees / Tech Tracks
",Strategy ,98,7.52943,,,,$42.70 
The Isle of Cats ,https://boardgamegeek.com/boardgame/281259/isle-cats,125,2019,20571,7.71969,7.45981,1.23926,2.357,493,93569,6,1,4,3,3,311,60,90,"Closed Drafting
Grid Coverage
Hidden Victory Points
Income
Open Drafting
Pattern Building
",Strategy ,116,7.46631,Family ,18,7.50795,$34.99 
Pandemic: Iberia ,https://boardgamegeek.com/boardgame/198928/pandemic-iberia,126,2016,10474,7.8919,7.45983,1.20487,2.5969,191,26897,3,1,5,4,4,152,45,45,"Action Points
Cooperative Game
Hand Management
Network and Route Building
Point to Point Movement
Set Collection
",Strategy ,103,7.51793,,,,$46.25 
Codenames ,https://boardgamegeek.com/boardgame/178900/codenames,127,2015,89416,7.54788,7.4556,1.30174,1.2614,2257,566864,45,4,8,6,6,1250,15,15,"Communication Limits
Memory
Push Your Luck
Team-Based Game
",Party ,4,7.47463,,,,$12.39 
Yokohama ,https://boardgamegeek.com/boardgame/196340/yokohama,128,2016,11432,7.81422,7.4544,1.15567,3.3073,358,36777,6,2,4,3,3,201,90,90,"Contracts
End Game Bonuses
Grid Movement
Modular Board
Network and Route Building
Set Collection
",Strategy ,95,7.53678,,,,$52.95 
SCOUT ,https://boardgamegeek.com/boardgame/291453/scout,129,2019,12140,7.8048,7.45596,1.1661,1.3393,224,82424,2,3,5,4,4,335,15,15,"Hand Management
Ladder Climbing
Score-and-Reset Game
",Family ,14,7.54184,,,,$23.00 
Forbidden Stars ,https://boardgamegeek.com/boardgame/175155/forbidden-stars,130,2015,9073,7.97563,7.4533,1.4604,3.8396,449,14810,3,2,4,3,3,324,120,180,"Area Majority / Influence
Area Movement
Card Play Conflict Resolution
Deck, Bag, and Pool Building
Dice Rolling
Hand Management
",Strategy ,94,7.53971,,,,Unknown
Hegemony: Lead Your Class to Victory ,https://boardgamegeek.com/boardgame/321608/hegemony-lead-your-class-victory,131,2023,4298,8.53558,7.45889,1.32882,4.1554,386,8801,1,2,4,4,4,215,90,180,"Action/Event
Hand Management
Simulation
Variable Player Powers
Voting
",Strategy ,61,7.65817,,,,$94.99 
Champions of Midgard ,https://boardgamegeek.com/boardgame/172287/champions-midgard,132,2015,17162,7.72846,7.45203,1.25339,2.6071,425,40484,2,2,4,4,4,242,60,90,"Dice Rolling
Set Collection
Variable Player Powers
Worker Placement
",Strategy ,112,7.48742,,,,$54.99 
PARKS ,https://boardgamegeek.com/boardgame/266524/parks,133,2019,23852,7.6805,7.44688,1.21003,2.1291,581,81509,13,1,4,3,3,420,30,60,"Contracts
End Game Bonuses
Events
Modular Board
Solo / Solitaire Game
Track Movement
",Family ,20,7.47799,,,,$49.99 
Roll for the Galaxy ,https://boardgamegeek.com/boardgame/132531/roll-galaxy,134,2014,31384,7.5967,7.44663,1.33649,2.7758,950,176447,9,2,5,3,4,387,45,45,"Action Retrieval
Contracts
Deck, Bag, and Pool Building
Dice Rolling
Follow
Simultaneous Action Selection
",Strategy ,119,7.46039,,,,$34.99 
Cartographers ,https://boardgamegeek.com/boardgame/263918/cartographers,135,2019,27895,7.61891,7.43955,1.1363,1.8762,646,180431,9,1,9,3,4,368,30,45,"Bingo
End Game Bonuses
Grid Coverage
Line Drawing
Paper-and-Pencil
Simultaneous Action Selection
",Family ,21,7.47633,,,,$21.99 
Pandemic ,https://boardgamegeek.com/boardgame/30549/pandemic,136,2008,123076,7.54139,7.43582,1.33507,2.4017,5977,409958,41,1,4,4,4,1992,45,45,"Action Points
Cooperative Game
Hand Management
Point to Point Movement
Set Collection
Tags
",Strategy ,154,7.35829,Family ,29,7.41961,$35.95 
Res Arcana ,https://boardgamegeek.com/boardgame/262712/res-arcana,137,2019,21019,7.66042,7.43108,1.3573,2.6371,507,121811,13,2,4,2,2,378,30,60,"Hand Management
Income
Open Drafting
Race
Score-and-Reset Game
Take That
",Strategy ,121,7.45686,,,,$37.99 
Just One ,https://boardgamegeek.com/boardgame/254640/just-one,138,2018,25982,7.60014,7.42906,1.20428,1.0408,490,179230,24,4,7,6,7,347,20,60,"Communication Limits
Cooperative Game
",Party ,3,7.51532,,,,$16.61 
Ra ,https://boardgamegeek.com/boardgame/12/ra,139,1999,24523,7.59787,7.429,1.32821,2.3351,1862,96042,3,2,5,3,4,517,45,60,"Auction: Once Around
Auction/Bidding
Closed Economy Auction
Constrained Bidding
Hidden Victory Points
Push Your Luck
",Strategy ,117,7.46502,,,,Unknown
Targi ,https://boardgamegeek.com/boardgame/118048/targi,140,2012,22794,7.6164,7.42774,1.11509,2.3409,657,75175,5,2,2,2,2,206,60,60,"End Game Bonuses
Modular Board
Open Drafting
Set Collection
Square Grid
Turn Order: Progressive
",Strategy ,122,7.45546,,,,$19.95 
Splendor Duel ,https://boardgamegeek.com/boardgame/364073/splendor-duel,141,2022,8061,7.98274,7.42583,1.07836,1.9641,167,40302,13,2,2,2,2,61,30,30,"Contracts
Open Drafting
Race
Set Collection
",Strategy ,108,7.50345,Family ,13,7.54889,$29.99 
Watergate ,https://boardgamegeek.com/boardgame/274364/watergate,142,2019,11370,7.78626,7.42215,1.16262,2.2563,277,33294,14,2,2,2,2,135,30,60,"Action/Event
Campaign / Battle Card Driven
Connections
Hand Management
Once-Per-Game Abilities
Take That
",Strategy ,111,7.48984,,,,$34.95 
Alchemists ,https://boardgamegeek.com/boardgame/161970/alchemists,143,2014,22398,7.6484,7.42063,1.42427,3.9298,1183,44696,16,2,4,4,4,398,120,120,"Action Drafting
Constrained Bidding
Deduction
End Game Bonuses
Events
Hand Management
",Strategy ,129,7.44035,,,,$59.95 
Star Realms ,https://boardgamegeek.com/boardgame/147020/star-realms,144,2014,43969,7.56327,7.4199,1.2707,1.9249,1411,424191,14,2,2,2,2,458,20,20,"Deck, Bag, and Pool Building
Delayed Purchase
Hand Management
Income
Open Drafting
Tags
",Strategy ,142,7.38847,,,,$24.95 
Rajas of the Ganges ,https://boardgamegeek.com/boardgame/220877/rajas-ganges,145,2017,13730,7.72756,7.41968,1.13956,2.892,426,54049,7,2,4,4,4,202,45,75,"Connections
Dice Rolling
Network and Route Building
Race
Tile Placement
Worker Placement
",Strategy ,114,7.47994,,,,$45.40 
Kemet ,https://boardgamegeek.com/boardgame/127023/kemet,146,2012,18962,7.65777,7.41666,1.33538,3.0014,717,30004,2,3,5,4,5,291,90,120,"Action Points
Area Majority / Influence
Area Movement
Card Play Conflict Resolution
Hand Management
Open Drafting
",Strategy ,123,7.45377,,,,Unknown
It's a Wonderful World ,https://boardgamegeek.com/boardgame/271324/its-wonderful-world,147,2019,17674,7.68694,7.41617,1.2478,2.321,458,153792,22,1,5,4,4,330,30,60,"Closed Drafting
End Game Bonuses
Hand Management
Set Collection
Simultaneous Action Selection
Solo / Solitaire Game
",Strategy ,125,7.44739,,,,$46.23 
Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases ,https://boardgamegeek.com/boardgame/2511/sherlock-holmes-consulting-detective-thames-murder,148,1982,20992,7.64212,7.41579,1.4567,2.6754,647,38980,6,1,4,2,2,344,60,120,"Cooperative Game
Deduction
Narrative Choice / Paragraph
Solo / Solitaire Game
Storytelling
",Thematic,41,7.45537,,,,$65.99 
Wingspan Asia ,https://boardgamegeek.com/boardgame/366161/wingspan-asia,149,2022,4687,8.3428,7.41622,1.18669,2.629,62,13537,2,1,2,2,2,64,40,70,"Dice Rolling
End Game Bonuses
Hand Management
Open Drafting
Set Collection
Solo / Solitaire Game
",Strategy ,88,7.55067,Family ,10,7.61122,$35.99 
Hadrian's Wall ,https://boardgamegeek.com/boardgame/304783/hadrians-wall,150,2021,7273,7.98458,7.41243,1.24559,3.1346,260,43959,4,1,3,1,1,276,30,60,"Hand Management
Paper-and-Pencil
Solo / Solitaire Game
Tech Trees / Tech Tracks
Worker Placement
",Strategy ,100,7.52404,,,,$49.10 
Endeavor: Age of Sail ,https://boardgamegeek.com/boardgame/233398/endeavor-age-sail,151,2018,9116,7.89735,7.41186,1.1611,2.8458,253,21055,3,2,5,4,4,151,60,90,"Area Majority / Influence
Open Drafting
Point to Point Movement
Set Collection
Tech Trees / Tech Tracks
",Strategy ,106,7.50668,,,,$120.00 
Praga Caput Regni ,https://boardgamegeek.com/boardgame/308765/praga-caput-regni,152,2020,8174,7.92641,7.4119,1.19746,3.7455,393,29506,5,1,4,3,3,195,45,150,"Area Majority / Influence
Enclosure
End Game Bonuses
Hexagon Grid
Income
Three Dimensional Movement
",Strategy ,101,7.5216,,,,$52.46 
Revive ,https://boardgamegeek.com/boardgame/332772/revive,153,2022,5484,8.17073,7.41323,1.1819,3.414,285,19489,2,1,4,3,3,182,90,120,"Deck, Bag, and Pool Building
Map Addition
Network and Route Building
Scenario / Mission / Campaign Game
Tech Trees / Tech Tracks
Variable Player Powers
",Strategy ,79,7.57378,,,,$79.00 
