Title,YearPublished,UsersRated,AverageRating,Baverage,StandardDeviation,AverageWeight,NumberOfWeights,NumberOfPlays,GameCategory_1,RankCategory_1,PlayerCountRecomm_min,PlayerCountRecomm_max,PlayerCountBest_min,PlayerCountBest_max,PlayerCount_votes,GameCategory_2,RankCategory_2,GameCategory_3,RankCategory_3
Get on Board: New York & London ,2022,2105,6.99562,6.27165,1.17903,1.9268,41,11772,Family Games,1,2,5,3,3.0,23,,,,
Battle Cry: 150th Civil War Anniversary Edition ,2010,1218,7.6446,6.27159,1.31286,2.0707,99,3747,Wargames,1,1,2,2,2.0,43,,,,
Age of Innovation ,2023,623,8.88234,6.27153,1.22887,4.3182,66,1624,Strategy Games,1,1,5,4,4.0,45,,,,
Samurai Spirit ,2014,4845,6.61328,6.27146,1.33378,2.1289,194,16074,Strategy Games,1,1,7,1,1.0,88,,,,
Guards of Atlantis II ,2022,776,8.53858,6.27098,1.6527,3.3,30,3170,,,4,4,4,4.0,46,,,,
The New Era ,2011,1300,7.48666,6.27095,1.51014,3.4561,114,3791,Strategy Games,1,2,4,3,3.0,39,,,,
Hare & Tortoise ,1973,4689,6.62587,6.26852,1.28867,1.9316,380,7581,Family Games,1,3,6,4,5.0,57,,,,
The Adventurers: The Temple of Chac ,2009,4818,6.60885,6.26744,1.24575,1.6568,370,12177,Family Games,1,2,6,4,5.0,57,Thematic Games,1,,
Wits & Wagers Party ,2012,2440,6.90566,6.26674,1.22931,1.1176,51,6919,Party Games,1,4,10,5,6.0,16,,,,
Sagani ,2020,1775,7.12741,6.266,1.25245,1.8983,59,12269,Abstract Games,1,1,4,2,2.0,44,Family Games,1,,
Favor of the Pharaoh ,2015,2951,6.79428,6.26567,1.25925,2,77,10545,Family Games,1,2,4,2,2.0,34,,,,
Ascension: Rise of Vigil ,2013,1757,7.1673,6.26556,1.34585,2.2676,71,12809,Strategy Games,1,2,4,2,2.0,15,,,,
Noctiluca ,2019,1835,7.12162,6.26539,1.21,1.3208,53,8959,Abstract Games,1,1,3,2,2.0,47,Family Games,1,,
Battle Sheep ,2010,4962,6.60988,6.26477,1.27228,1.4702,168,28926,Abstract Games,1,2,4,4,4.0,74,,,,
The Isle of Cats: Explore & Draw ,2022,1246,7.49397,6.26446,1.14953,2.2632,19,6541,Family Games,1,1,6,1,2.0,14,,,,
Egizia: Shifting Sands ,2019,1201,7.51949,6.26431,1.16191,2.8421,38,2829,Strategy Games,1,2,4,3,4.0,35,,,,
1860: Railways on the Isle of Wight ,2004,897,7.90042,6.26427,1.37251,4.0843,83,3447,Strategy Games,1,2,4,3,3.0,34,,,,
Treasure Hunter ,2015,3120,6.76513,6.26412,1.23716,1.8774,106,9246,Family Games,1,3,6,4,4.0,46,,,,
Sentinels of the Multiverse: Definitive Edition ,2022,817,8.39359,6.26401,1.44914,2.84,25,5271,Thematic Games,1,1,5,4,4.0,29,,,,
Leonardo da Vinci ,2006,3432,6.72748,6.26276,1.31259,3.1816,446,5153,Strategy Games,1,3,5,4,4.0,60,,,,
Catan: Starfarers ,2019,1250,7.5951,6.26273,1.31181,2.4865,37,2486,Family Games,1,3,4,3,3.0,20,,,,
City of Iron ,2013,1687,7.16886,6.2623,1.30027,3.2314,121,3019,Strategy Games,1,2,4,4,4.0,35,,,,
Ubongo 3D ,2009,1877,7.08538,6.26139,1.41701,1.9362,94,5108,Abstract Games,1,1,4,4,4.0,26,Family Games,1,,
"Colonial Twilight: The French-Algerian War, 1954-62 ",2017,1099,7.71648,6.2613,1.33887,3.8472,72,2151,Wargames,1,1,2,2,2.0,20,,,,
The Bridges of Shangri-La ,2003,2565,6.85256,6.26126,1.26853,2.7265,234,3822,Strategy Games,1,3,4,4,4.0,62,,,,
Cóatl ,2020,2425,6.96833,6.26058,1.28373,2.0299,67,6637,Family Games,1,1,4,3,3.0,40,,,,
Wooden Ships & Iron Men ,1974,2080,7.06907,6.2604,1.35853,3.1025,244,2145,Wargames,1,2,2,2,2.0,39,,,,
New Bedford ,2016,1959,7.06282,6.25991,1.23473,2.3617,47,5764,Strategy Games,1,1,4,4,4.0,30,,,,
Helvetia ,2011,2046,6.98532,6.25975,1.22684,3.0548,146,3682,Strategy Games,1,2,4,4,4.0,41,,,,
The Red Dragon Inn ,2007,8337,6.5598,6.25932,1.61081,1.6632,383,19344,Party Games,1,3,4,4,4.0,99,Thematic Games,1,,
The Great Heartland Hauling Co. ,2013,2563,6.85297,6.25898,1.18556,1.8362,116,8206,Family Games,1,2,4,3,3.0,37,Strategy Games,1,,
Sanssouci ,2013,1774,7.13034,6.25876,1.2383,2.1176,68,9855,Family Games,1,2,4,2,2.0,49,,,,
Glow ,2021,2192,7.03107,6.25843,1.37695,2,60,8690,Family Games,1,2,4,2,3.0,38,,,,
burncycle ,2022,947,8.0213,6.25842,1.5939,3.9595,74,3540,Strategy Games,1,1,3,1,2.0,51,Thematic Games,1,,
The Expanse Board Game ,2017,1658,7.18262,6.25834,1.2992,2.78,50,3256,Strategy Games,1,3,4,4,4.0,45,,,,
Clans ,2002,5120,6.56554,6.25822,1.24471,2.0241,539,11928,Abstract Games,1,2,4,2,2.0,108,,,,
Salem 1692 ,2015,2253,7.0856,6.25812,1.49553,2.0256,39,7516,Party Games,1,6,12,7,8.0,27,,,,
The King Is Dead ,2015,1772,7.11634,6.25801,1.31807,2.5082,61,4427,Strategy Games,1,2,4,3,3.0,51,,,,
Empires in Arms ,1983,1306,7.61105,6.2572,1.79156,4.4057,212,958,Wargames,1,5,7,7,7.0,45,,,,
Babel ,2000,4046,6.64801,6.25707,1.29819,2.4051,353,7943,Strategy Games,1,2,2,2,2.0,48,,,,
Exit: The Game – The Haunted Roller Coaster ,2019,1670,7.16312,6.25671,1.28598,2.037,27,2468,Thematic Games,1,1,3,2,2.0,20,,,,
Factory Funner ,2016,1551,7.20141,6.25628,1.34282,2.3548,31,11870,Strategy Games,1,1,5,4,4.0,35,,,,
Monumental ,2020,1374,7.56424,6.2559,1.62869,2.8077,52,2690,Strategy Games,1,1,3,2,3.0,60,,,,
Transatlantic ,2017,1930,7.04116,6.2559,1.22952,3.0714,56,5038,Strategy Games,1,2,4,3,3.0,35,,,,
König von Siam ,2007,2260,6.90127,6.25579,1.38245,2.6806,263,6316,Strategy Games,1,2,4,3,3.0,89,,,,
Trambahn ,2015,2165,6.95076,6.25472,1.16357,1.7959,98,7837,Family Games,1,2,2,2,2.0,24,,,,
Niagara ,2004,8603,6.4604,6.25409,1.23535,1.8369,785,18310,Family Games,1,3,5,4,5.0,96,,,,
Evo (Second Edition) ,2011,2239,6.93388,6.25406,1.21157,2.3623,138,3886,Family Games,1,3,5,4,4.0,48,Strategy Games,1,,
Space Cadets: Dice Duel ,2013,3027,6.74701,6.25353,1.51125,2.0882,102,6581,Thematic Games,1,4,4,8,8.0,57,,,,
Smash Up: The Obligatory Cthulhu Set ,2013,3522,6.72794,6.25351,1.50616,2.1765,85,2223,Strategy Games,1,2,2,3,,17,,,,
Strat-O-Matic Baseball ,1962,1173,7.8278,6.2535,1.76187,2.3714,105,18305,Strategy Games,1,1,2,2,2.0,42,Thematic Games,1,,
Fjords ,2005,3149,6.74627,6.25305,1.26997,1.7188,384,9620,Abstract Games,1,2,2,2,2.0,43,Family Games,1,,
Petrichor ,2018,2327,6.9316,6.25304,1.33946,3.0116,86,5812,Strategy Games,1,1,4,3,4.0,56,,,,
Carrom ,0,1819,7.07945,6.25301,1.49106,1.4567,127,10219,Family Games,1,2,2,2,2.0,43,,,,
The Russian Campaign ,1974,1526,7.33776,6.2528,1.42962,2.847,183,1585,Wargames,1,1,2,2,2.0,27,,,,
L.L.A.M.A. ,2019,7522,6.48299,6.25246,1.49077,1.0529,208,86079,Family Games,1,3,6,4,4.0,165,,,,
La Boca ,2013,2082,6.96343,6.25194,1.22664,1.3626,91,6749,Family Games,1,3,6,4,4.0,35,,,,
Felicity: The Cat in the Sack ,2007,4958,6.56517,6.25189,1.19946,1.3962,472,15707,Family Games,1,3,5,5,5.0,102,,,,
Altar Quest ,2020,1191,7.7112,6.25158,1.57809,3.3765,85,4017,Thematic Games,1,1,3,1,2.0,58,,,,
Reykholt ,2018,3455,6.7085,6.25092,1.27746,2.15,80,9281,Family Games,1,1,4,3,3.0,53,Strategy Games,1,,
Timeline: Music & Cinema ,2013,3428,6.71902,6.25086,1.23451,1.092,87,13488,Family Games,1,2,8,4,6.0,15,Party Games,1,,
Star Trek: Attack Wing ,2013,1909,7.49888,6.25072,1.69738,2.7153,137,7131,Wargames,1,2,6,2,2.0,99,,,,
Duplik ,2005,2210,6.9638,6.2505,1.2918,1.2182,110,5763,Party Games,1,3,10,5,6.0,24,,,,
Love Letter: The Hobbit – The Battle of the Five Armies ,2015,1827,7.11791,6.25038,1.33675,1.2667,60,8740,Family Games,1,3,4,4,4.0,17,,,,
Machi Koro Legacy ,2019,2231,6.9216,6.24885,1.54371,1.925,40,16234,Family Games,1,2,4,3,4.0,23,,,,
Nautilion ,2016,1573,7.22226,6.24804,1.19299,1.9167,48,9327,Strategy Games,1,1,2,1,1.0,36,,,,
Iberian Gauge ,2017,1349,7.33557,6.24787,1.24718,2.3704,27,2984,Strategy Games,1,3,5,5,5.0,31,,,,
Exodus: Proxima Centauri ,2012,1697,7.15925,6.24747,1.51084,3.5926,108,2158,Strategy Games,1,2,6,6,6.0,33,Thematic Games,1,,
Time's Up! Edición Azul ,2006,1304,7.3608,6.24722,1.47501,1.2281,57,5278,Party Games,1,4,12,6,6.0,17,,,,
Big City ,1999,2442,6.85823,6.24619,1.21308,2.2154,260,4337,Family Games,1,2,4,3,3.0,58,Strategy Games,1,,
Talisman: Revised 4th Edition ,2007,15049,6.51186,6.24611,1.86627,2.1788,867,24101,Thematic Games,1,2,6,4,4.0,248,,,,
Smash Up: Cease and Desist ,2016,1359,7.41342,6.24604,1.31426,2.3333,6,592,,,2,2,3,,5,,,,
Terramara ,2019,1435,7.31506,6.24594,1.35364,3.4386,57,2793,Strategy Games,1,3,4,4,4.0,43,,,,
Nefertiti ,2008,1981,6.9882,6.24561,1.10147,2.3567,171,3977,Strategy Games,1,3,4,4,4.0,36,,,,
Xiangqi ,762,2075,7.11553,6.24552,1.56843,3.5808,198,3564,Abstract Games,1,2,2,2,2.0,25,,,,
Steam Time ,2015,1768,7.08589,6.24552,1.16156,2.9516,62,4163,Strategy Games,1,2,4,4,4.0,21,,,,
Unmatched: Jurassic Park – Dr. Sattler vs. T. Rex ,2022,882,8.05608,6.24497,1.20788,2,4,1327,,,2,2,2,2.0,4,,,,
Vast: The Mysterious Manor ,2019,1260,7.48119,6.24464,1.45928,3.7059,51,2424,Strategy Games,1,3,5,4,4.0,42,,,,
Odin's Ravens ,2002,3817,6.66069,6.24461,1.25022,1.6795,390,9364,Family Games,1,2,2,2,2.0,36,Strategy Games,1,,
Terracotta Army ,2022,1298,7.5463,6.2446,1.36869,3.3333,57,2768,Strategy Games,1,2,4,3,3.0,45,,,,
Space Station Phoenix ,2022,1268,7.40105,6.24333,1.33355,3.0204,49,4204,Strategy Games,1,2,4,3,3.0,43,,,,
Québec ,2011,1625,7.13791,6.24247,1.24226,2.9848,132,3053,Strategy Games,1,3,5,4,4.0,37,,,,
Tsuro of the Seas ,2012,6454,6.5221,6.24091,1.43057,1.4286,203,18252,Abstract Games,1,2,8,4,4.0,24,Family Games,1,,
A Castle for All Seasons ,2008,3069,6.72827,6.24082,1.20127,2.7855,289,5422,Strategy Games,1,2,4,4,4.0,71,,,,
Antike Duellum ,2012,1801,7.06873,6.24081,1.35445,2.877,122,3770,Strategy Games,1,2,2,2,2.0,30,,,,
My First Carcassonne ,2009,4105,6.66063,6.24078,1.31169,1.1284,218,29814,Children's Games,1,2,4,4,4.0,74,,,,
Cosmic Frog ,2020,1358,7.3639,6.24033,1.54216,3.0204,49,2735,Strategy Games,1,3,6,4,4.0,44,,,,
Historia ,2014,2399,6.8676,6.24019,1.30993,3.0881,159,4542,Strategy Games,1,1,1,4,4.0,49,,,,
Project: ELITE ,2016,1124,7.5829,6.24016,1.60847,2.4286,28,4196,Thematic Games,1,1,4,4,4.0,20,,,,
Spirits of the Forest ,2018,2806,6.82065,6.23938,1.29398,1.3623,69,11827,Abstract Games,1,1,4,2,2.0,64,Family Games,1,,
Unlock!: Mystery Adventures – The Tonipal's Treasure ,2017,1940,6.97572,6.2391,1.61234,2.4545,22,2458,Family Games,1,1,4,2,2.0,24,Thematic Games,1,,
Forge War ,2015,1610,7.17909,6.23904,1.53312,3.7542,118,3180,Strategy Games,1,1,4,3,3.0,39,,,,
Burg Appenzell ,2007,2457,6.85483,6.23878,1.12959,1.5913,230,8199,Children's Games,1,2,4,3,4.0,37,Family Games,1,,
Expedition: Northwest Passage ,2010,1987,6.97386,6.23873,1.30951,2.6983,116,5332,Strategy Games,1,2,4,4,4.0,49,,,,
Steampunk Rally Fusion ,2021,1242,7.43915,6.23868,1.31415,2.7647,34,2497,Family Games,1,1,8,4,4.0,19,Strategy Games,1,,
Marvel: Crisis Protocol ,2019,876,8.32098,6.23867,1.51067,3,10,5016,Thematic Games,1,2,2,2,2.0,4,Wargames,1,,
Krosmaster: Arena ,2012,3684,6.71556,6.23855,1.55091,2.6778,180,7994,Customizable Games,1,2,2,2,2.0,45,,,,
Tiny Epic Western ,2016,4162,6.64192,6.23688,1.41784,2.8761,113,7218,Strategy Games,1,1,1,4,4.0,54,,,,
LYNGK ,2017,1110,7.58708,6.23615,1.27026,2.8235,34,3736,Abstract Games,1,2,2,2,2.0,9,,,,
A Victory Lost: Crisis in Ukraine 1942-1943 ,2006,1088,7.6607,6.23597,1.40415,2.5645,186,1391,Wargames,1,1,2,2,2.0,41,,,,
Cold War: CIA vs KGB ,2007,4130,6.62689,6.23505,1.36653,1.8522,406,8670,Strategy Games,1,2,2,2,2.0,55,,,,
A Game of Thrones: Hand of the King ,2016,4234,6.61793,6.23502,1.25755,1.2283,92,15514,Family Games,1,2,4,2,2.0,88,,,,
Cytosis: A Cell Biology Board Game ,2017,2090,7.01958,6.23501,1.25072,2.4561,57,4053,Strategy Games,1,2,5,4,4.0,29,,,,
Nyet! ,1997,2671,6.77095,6.23474,1.29477,1.9082,98,5747,Strategy Games,1,3,5,4,4.0,51,,,,
Steel Driver ,2008,1942,6.97196,6.23453,1.19702,2.7982,218,3479,Strategy Games,1,3,5,4,4.0,47,,,,
Field Commander: Napoleon ,2011,1067,7.71872,6.23451,1.392,2.7333,105,2472,Wargames,1,1,1,1,1.0,33,,,,
5-Minute Marvel ,2018,2816,6.79463,6.23441,1.20821,1.1429,63,14996,Family Games,1,2,5,3,4.0,38,Party Games,1,,
DC Comics Dice Masters: Justice League ,2015,1409,7.29182,6.23414,1.48311,2.2857,35,4377,Customizable Games,1,2,2,2,2.0,8,,,,
Stellar ,2020,1302,7.40152,6.234,1.12687,2.1778,45,4271,Strategy Games,1,2,2,2,2.0,20,,,,
Diamonds Club ,2008,1786,7.04596,6.2338,1.09721,2.6328,177,3775,Strategy Games,1,2,4,4,4.0,46,,,,
Holland '44: Operation Market-Garden ,2017,796,8.28663,6.23368,1.19118,3.8333,60,1007,Wargames,1,1,2,2,2.0,23,,,,
Warfighter: The WWII Tactical Combat Card Game ,2016,1061,7.87875,6.23289,1.38403,3.1373,51,3988,Wargames,1,1,2,1,1.0,35,,,,
Dominations: Road to Civilization ,2019,1230,7.45775,6.23286,1.42378,3.6275,51,3179,Strategy Games,1,2,4,2,2.0,47,,,,
Fertility ,2018,1578,7.15585,6.23248,1.0315,1.9744,39,6287,Family Games,1,2,4,2,3.0,25,,,,
Corinth ,2019,3006,6.74418,6.23239,1.18358,1.6875,48,15382,Family Games,1,2,4,3,3.0,34,,,,
Labyrinth ,1986,13248,6.40334,6.23237,1.27705,1.3518,742,35861,Family Games,1,2,4,4,4.0,165,,,,
Holmes: Sherlock & Mycroft ,2015,2687,6.7917,6.23221,1.22563,1.8205,78,7840,Family Games,1,2,2,2,2.0,32,,,,
Ra: The Dice Game ,2009,2577,6.77952,6.23154,1.38194,1.7373,217,17318,Family Games,1,2,4,4,4.0,48,,,,
Wildlife Safari ,1994,3149,6.69339,6.23129,1.21478,1.2918,281,14063,Family Games,1,3,5,4,4.0,49,,,,
Tenpenny Parks ,2022,1195,7.53778,6.23058,1.20373,2.1944,36,3494,Strategy Games,1,1,4,3,3.0,28,,,,
A Song of Ice & Fire: Tabletop Miniatures Game – Stark vs Lannister Starter Set ,2018,1009,8.1043,6.23018,1.7072,2.9375,32,3241,Thematic Games,1,2,2,2,2.0,15,Wargames,1,,
Tribes of the Wind ,2022,1200,7.48525,6.22999,1.18668,2.66,50,3654,Family Games,1,2,4,3,3.0,58,Strategy Games,1,,
SPQR (Deluxe Edition) ,2008,871,8.03081,6.22991,1.45686,3.9043,115,1264,Wargames,1,1,2,2,2.0,25,,,,
Edo ,2012,1714,7.05735,6.2298,1.15735,2.9643,112,3324,Strategy Games,1,2,4,4,4.0,25,,,,
"Napoléon: The Waterloo Campaign, 1815 ",1974,1346,7.3515,6.22939,1.37448,2.4751,181,1940,Wargames,1,2,3,2,3.0,26,,,,
Pandemic: Hot Zone – North America ,2020,1892,7.03981,6.22886,1.24986,1.8444,45,6640,Family Games,1,1,4,2,2.0,45,,,,
Legend of the Five Rings ,1995,1697,7.16107,6.22874,1.66371,3.2905,148,7043,Customizable Games,1,2,4,2,2.0,31,,,,
Breakout: Normandy ,1992,1051,7.68917,6.22813,1.54727,3.3913,161,1061,Wargames,1,1,2,2,2.0,20,,,,
The Rise of Queensdale ,2018,1210,7.4518,6.22784,1.53938,2.7407,27,13436,Strategy Games,1,2,4,4,4.0,21,,,,
Summer Camp ,2021,1584,7.17013,6.22755,1.16329,1.8889,36,4981,Family Games,1,2,4,3,3.0,24,,,,
Mountain Goats ,2020,1989,6.98367,6.22729,1.16474,1.0488,41,10915,Family Games,1,2,4,4,4.0,35,,,,
HEXplore It: The Valley of the Dead King ,2017,1093,7.76352,6.2267,1.49967,3.2558,43,2447,Thematic Games,1,1,6,4,4.0,38,,,,
Royal Palace ,2008,2205,6.86893,6.22639,1.12932,2.7798,218,4221,Strategy Games,1,2,4,3,3.0,49,,,,
Dungeons & Dragons Dice Masters: Battle for Faerûn ,2015,1497,7.20785,6.22588,1.40495,2.1967,61,4816,Customizable Games,1,2,2,2,2.0,17,,,,
John Company ,2017,1245,7.38327,6.22559,1.72076,4.1546,97,3186,Thematic Games,1,3,6,4,4.0,46,,,,
Memoarrr! ,2017,2205,6.88843,6.22547,1.20435,1.25,40,13604,Family Games,1,2,4,4,4.0,40,,,,
Founding Fathers ,2010,1928,6.95393,6.22485,1.38335,2.7484,159,5186,Strategy Games,1,3,5,4,4.0,41,,,,
CoraQuest ,2022,952,8.02982,6.22428,1.3679,2.0333,30,2783,Family Games,1,1,4,4,4.0,26,,,,
Sol: Last Days of a Star ,2017,1169,7.50635,6.2239,1.39182,2.8421,38,3142,Strategy Games,1,1,5,4,4.0,25,,,,
Pax Transhumanity ,2019,1084,7.52855,6.22226,1.59607,4.3879,116,3766,Strategy Games,1,1,4,3,3.0,43,,,,
Ganymede ,2018,1620,7.16683,6.22185,1.26893,2.25,60,6437,Strategy Games,1,2,4,3,3.0,32,,,,
Mare Nostrum ,2003,3210,6.72733,6.22168,1.50438,2.9886,350,3524,Strategy Games,1,4,5,5,5.0,59,,,,
Last Aurora ,2020,1462,7.34021,6.22138,1.24321,2.7288,59,3290,Thematic Games,1,2,4,4,4.0,41,,,,
The Red Dragon Inn 3 ,2011,1780,7.20298,6.22129,1.57203,1.925,40,1634,Thematic Games,1,2,4,4,4.0,16,,,,
Tournament at Camelot ,2017,1670,7.14236,6.22098,1.48478,2.3462,26,3908,Strategy Games,1,3,6,4,4.0,26,,,,
Eurorails ,1990,1826,7.0982,6.22083,1.47221,2.7432,148,5396,Strategy Games,1,2,5,3,4.0,35,,,,
Warhammer: Diskwars ,2013,2002,7.07118,6.22019,1.52502,2.7717,127,2797,Customizable Games,1,2,4,2,2.0,39,Wargames,1,,
Wits & Wagers Family ,2010,2058,6.91751,6.22013,1.17319,1.0976,82,6806,Family Games,1,3,10,5,6.0,23,Party Games,1,,
Dragomino ,2020,1799,7.07588,6.22007,1.27651,1.1034,58,17049,Children's Games,1,2,4,3,4.0,42,,,,
Meeple Land ,2020,1488,7.25546,6.21953,1.09182,1.9048,42,5939,Family Games,1,2,4,3,3.0,32,,,,
Mamma Mia! ,1998,6131,6.47198,6.2194,1.26211,1.3653,490,19358,Family Games,1,2,5,4,4.0,75,,,,
Carcassonne: Gold Rush ,2014,1582,7.15387,6.21936,1.13077,1.9492,59,4131,Family Games,1,2,4,3,3.0,18,Strategy Games,1,,
Infinity N3: Core Book ,2005,855,8.05516,6.21902,1.61748,3.9208,101,4581,Thematic Games,1,2,2,2,2.0,23,Wargames,1,,
Hoity Toity ,1990,5249,6.51432,6.21873,1.33947,1.8657,551,10896,Family Games,1,4,5,5,5.0,114,,,,
Abalone ,1987,7415,6.47092,6.21873,1.42538,2.1597,476,17148,Abstract Games,1,2,2,2,2.0,75,,,,
Core Space ,2019,955,8.66967,6.21811,1.31986,3,30,1705,Thematic Games,1,1,4,2,2.0,18,,,,
Chakra ,2019,2336,6.90111,6.21795,1.3801,1.7209,43,26069,Family Games,1,2,4,2,2.0,35,,,,
Euchre ,1848,2590,6.82342,6.21784,1.70369,1.6928,166,24523,Family Games,1,4,4,4,4.0,56,,,,
Seeland ,2010,2035,6.90994,6.2178,1.1395,2.2985,134,4849,Family Games,1,2,4,2,2.0,62,Strategy Games,1,,
Trans Europa ,2005,3365,6.65076,6.21761,1.1936,1.4057,350,12503,Family Games,1,3,6,5,6.0,57,,,,
B-17: Queen of the Skies ,1981,2034,7.11186,6.21747,1.63353,2.332,244,8138,Wargames,1,1,1,1,1.0,66,,,,
Ground Floor ,2012,1749,6.99946,6.21744,1.411,3.7175,177,3530,Strategy Games,1,2,5,4,4.0,62,,,,
Citrus ,2013,1612,7.10311,6.21707,1.19862,2.5079,63,4395,Family Games,1,2,4,2,2.0,47,Strategy Games,1,,
Décorum ,2022,1185,7.44599,6.21603,1.36375,1.7647,17,8008,Family Games,1,2,4,2,2.0,33,,,,
Human Punishment: Social Deduction 2.0 ,2018,1710,7.47259,6.21472,1.90407,2.6087,46,4064,Party Games,1,4,9,5,7.0,35,Thematic Games,1,,
Heroscape Marvel: The Conflict Begins ,2007,1925,7.0261,6.21469,1.43218,2.0615,130,2872,Thematic Games,1,2,2,2,2.0,12,,,,
Unlock!: Game Adventures ,2021,772,8.01328,6.21395,1.18406,2.4,10,3758,Family Games,1,1,4,2,2.0,9,Thematic Games,1,,
Coal Baron: The Great Card Game ,2016,1640,7.0886,6.21374,1.09808,2.7179,39,3592,Strategy Games,1,2,4,2,2.0,32,,,,
The Boss ,2010,2598,6.78663,6.21349,1.31391,1.7815,151,7235,Family Games,1,2,4,4,4.0,67,,,,
Dice Throne: Season Two – Cursed Pirate v. Artificer ,2018,878,7.89848,6.21317,1.21626,2.7,10,899,,,2,2,2,2.0,3,,,,
La Granja: No Siesta ,2016,2389,6.79453,6.21296,1.20846,2.1892,37,9577,Strategy Games,1,1,4,2,2.0,39,,,,
Tiny Epic Pirates ,2021,1902,7.05188,6.21295,1.33858,2.8429,70,3622,Strategy Games,1,1,4,3,3.0,43,,,,
Pax Pamir ,2015,1195,7.41515,6.21286,1.59383,3.686,86,3536,Strategy Games,1,3,5,4,4.0,38,,,,
Age of War ,2014,7751,6.45231,6.21161,1.32462,1.1151,278,29800,Family Games,1,2,6,4,4.0,103,,,,
Wasabi! ,2008,4853,6.53128,6.21145,1.26067,1.9026,431,13209,Family Games,1,2,4,3,3.0,67,,,,
Planted: A Game of Nature & Nurture ,2022,1324,7.33494,6.21141,1.09415,1.625,24,4609,Family Games,1,2,5,3,4.0,14,,,,
Arena: Roma II ,2009,2130,6.87795,6.21126,1.27711,1.9262,149,7983,Strategy Games,1,2,2,2,2.0,21,,,,
Frank's Zoo ,1999,3668,6.61088,6.2108,1.32996,1.5217,322,14149,Family Games,1,4,7,4,6.0,62,,,,
Bootleggers ,2004,3254,6.68418,6.2108,1.41216,2.626,361,4824,Thematic Games,1,4,6,6,6.0,64,,,,
"Dungeons, Dice & Danger ",2022,1730,7.07489,6.21046,1.26531,1.9118,34,10279,Family Games,1,1,4,2,2.0,30,,,,
Theseus: The Dark Orbit ,2013,1832,7.01969,6.21039,1.46779,2.8718,117,4355,Strategy Games,1,2,3,2,2.0,80,,,,
Exit: The Game – Advent Calendar: The Mystery of the Ice Cave ,2020,783,7.98148,6.21003,1.24225,2.0714,14,11451,Thematic Games,1,1,3,2,2.0,18,,,,
Monolith Arena ,2018,1264,7.39651,6.20984,1.40034,2.3529,34,3857,Strategy Games,1,2,2,2,2.0,25,,,,
Pyramid of Pengqueen ,2008,2082,6.88762,6.20963,1.22165,1.3717,113,8975,Children's Games,1,3,5,5,5.0,40,Family Games,1,,
Cabo ,2010,1670,7.0957,6.20958,1.37746,1.2453,53,13676,Abstract Games,1,2,5,4,4.0,33,Family Games,1,,
ROVE: Results-Oriented Versatile Explorer ,2021,1054,7.61226,6.20931,1.10425,1.875,32,6062,Family Games,1,1,1,1,1.0,18,Strategy Games,1,,
Europe Engulfed: WWII European Theatre Block Game ,2003,1295,7.45625,6.2093,1.68077,3.7621,248,1623,Wargames,1,2,3,2,3.0,43,,,,
ALIEN: Fate of the Nostromo ,2021,1948,7.10404,6.20896,1.28683,1.9524,63,4485,Thematic Games,1,1,5,3,3.0,48,,,,
Rolling Heights ,2023,1003,7.67691,6.20891,1.22224,2.6061,33,3104,,,1,4,3,3.0,31,,,,
Qin ,2012,2418,6.79151,6.20885,1.1646,2.0268,149,9718,Abstract Games,1,2,4,2,2.0,61,Family Games,1,,
Dr. Eureka ,2015,3911,6.58302,6.20875,1.17962,1.0508,59,15138,Children's Games,1,2,4,2,4.0,31,Family Games,1,,
The Isofarian Guard ,2023,685,8.94945,6.20863,1.4276,3.1379,58,4651,Thematic Games,1,1,2,1,2.0,36,,,,
Neta-Tanka: Deluxe Edition ,2019,1454,7.18952,6.20811,1.3152,2.8226,62,3812,Strategy Games,1,1,5,3,3.0,36,,,,
Dutch Blitz ,1960,3624,6.71753,6.20793,1.6682,1.2571,105,18280,Family Games,1,2,4,4,4.0,39,Party Games,1,,
Paris Connection ,2010,3008,6.65555,6.20747,1.26035,1.8182,154,11792,Strategy Games,1,3,6,4,4.0,34,,,,
Samurai Sword ,2012,3797,6.66083,6.20745,1.37445,1.7607,163,7724,Family Games,1,5,7,7,7.0,66,,,,
Mysthea ,2019,1118,7.63611,6.2073,1.55547,3.8254,63,1494,Strategy Games,1,2,4,3,3.0,36,,,,
Ascension: Realms Unraveled ,2014,1141,7.51562,6.20729,1.37486,2.1667,30,8626,Strategy Games,1,2,4,2,2.0,11,,,,
Empyreal: Spells & Steam ,2020,1108,7.524,6.20695,1.27747,2.825,40,2785,Strategy Games,1,2,6,3,3.0,25,,,,
Dealt! ,2018,1596,7.07041,6.20676,1.26207,1.4167,36,9985,Family Games,1,3,4,4,4.0,37,,,,
Bites ,2020,1501,7.13563,6.20578,1.10158,1.5,30,7099,Family Games,1,2,5,3,3.0,22,,,,
Ticket to Ride: First Journey (U.S.) ,2016,2224,6.90109,6.20572,1.23867,1.4186,43,11445,Children's Games,1,2,4,3,4.0,21,,,,
Spring Meadow ,2018,1635,7.06177,6.20524,1.20281,1.7949,39,9979,Family Games,1,1,4,2,2.0,32,,,,
Snake Oil ,2010,3223,6.67635,6.20513,1.52348,1.1364,88,6686,Party Games,1,4,8,5,6.0,14,,,,
